Bike_Id,City,Bike_Lat_x,Bike_Lon_x,Free_Bikes,Empty_Slots,Total_Bikes,Bike_Lat_y,Bike_Lon_y,name_fsq,distance_fsq,postcode,Bike_Lat,Bike_Long,name_yelp,review_count,categories,rating,display_address,distance_yelp
983514094dd808b1604da2dcfc2d09af,"San Francisco Bay Area, CA",37.33618830029063,-121.8892765045166,11,0,11,37.33618830029063,-121.8892765045166,Goodtime Bar,34,95113,37.33618830029063,-121.8892765045166,55 South,728.0,"Lounges, New American, Cocktail Bars",4.0,"55 S 1st St, San Jose, CA 95113",134.78008853245782
983514094dd808b1604da2dcfc2d09af,"San Francisco Bay Area, CA",37.33618830029063,-121.8892765045166,11,0,11,37.33618830029063,-121.8892765045166,Goodtime Bar,34,95113,37.33618830029063,-121.8892765045166,Paper Plane,1562.0,"Cocktail Bars, New American",4.0,"72 S 1st St, San Jose, CA 95113",131.5442199442232
983514094dd808b1604da2dcfc2d09af,"San Francisco Bay Area, CA",37.33618830029063,-121.8892765045166,11,0,11,37.33618830029063,-121.8892765045166,Pastelaria Adega,50,95113,37.33618830029063,-121.8892765045166,Hula Bar and Kitchen,140.0,"Bars, Hawaiian, Filipino",4.5,"30 E Santa Clara St, Ste 110, San Jose, CA 95113",60.83496044145935
983514094dd808b1604da2dcfc2d09af,"San Francisco Bay Area, CA",37.33618830029063,-121.8892765045166,11,0,11,37.33618830029063,-121.8892765045166,Pastelaria Adega,50,95113,37.33618830029063,-121.8892765045166,55 South,728.0,"Lounges, New American, Cocktail Bars",4.0,"55 S 1st St, San Jose, CA 95113",134.78008853245782
983514094dd808b1604da2dcfc2d09af,"San Francisco Bay Area, CA",37.33618830029063,-121.8892765045166,11,0,11,37.33618830029063,-121.8892765045166,Pastelaria Adega,50,95113,37.33618830029063,-121.8892765045166,Paper Plane,1562.0,"Cocktail Bars, New American",4.0,"72 S 1st St, San Jose, CA 95113",131.5442199442232
983514094dd808b1604da2dcfc2d09af,"San Francisco Bay Area, CA",37.33618830029063,-121.8892765045166,11,0,11,37.33618830029063,-121.8892765045166,Miniboss,56,95113,37.33618830029063,-121.8892765045166,Hula Bar and Kitchen,140.0,"Bars, Hawaiian, Filipino",4.5,"30 E Santa Clara St, Ste 110, San Jose, CA 95113",60.83496044145935
983514094dd808b1604da2dcfc2d09af,"San Francisco Bay Area, CA",37.33618830029063,-121.8892765045166,11,0,11,37.33618830029063,-121.8892765045166,Miniboss,56,95113,37.33618830029063,-121.8892765045166,55 South,728.0,"Lounges, New American, Cocktail Bars",4.0,"55 S 1st St, San Jose, CA 95113",134.78008853245782
983514094dd808b1604da2dcfc2d09af,"San Francisco Bay Area, CA",37.33618830029063,-121.8892765045166,11,0,11,37.33618830029063,-121.8892765045166,Miniboss,56,95113,37.33618830029063,-121.8892765045166,Paper Plane,1562.0,"Cocktail Bars, New American",4.0,"72 S 1st St, San Jose, CA 95113",131.5442199442232
da17603652106fda93da4e255a5b0a22,"San Francisco Bay Area, CA",37.322124625448566,-121.88109040260316,14,7,21,37.322124625448566,-121.88109040260316,5 Spot Chivas Grill,112,95110,37.322124625448566,-121.88109040260316,Mama Kin,113.0,"Music Venues, Cajun/Creole, Breakfast & Brunch",4.0,"374 S First St, San Jose, CA 95113",1039.5338787917874
da17603652106fda93da4e255a5b0a22,"San Francisco Bay Area, CA",37.322124625448566,-121.88109040260316,14,7,21,37.322124625448566,-121.88109040260316,5 Spot Chivas Grill,112,95110,37.322124625448566,-121.88109040260316,Petiscos,451.0,"Portuguese, Tapas/Small Plates, Seafood",4.0,"399 S 1st St, San Jose, CA 95113",993.9812150180032
da17603652106fda93da4e255a5b0a22,"San Francisco Bay Area, CA",37.322124625448566,-121.88109040260316,14,7,21,37.322124625448566,-121.88109040260316,5 Spot Chivas Grill,112,95110,37.322124625448566,-121.88109040260316,El Camaron De Sinaloa,402.0,"Seafood, Mexican, Sushi Bars",4.5,"245 Willow St, San jose, CA 95110",428.1866533631345
da17603652106fda93da4e255a5b0a22,"San Francisco Bay Area, CA",37.322124625448566,-121.88109040260316,14,7,21,37.322124625448566,-121.88109040260316,Wienerschnitzel,122,95110,37.322124625448566,-121.88109040260316,Mama Kin,113.0,"Music Venues, Cajun/Creole, Breakfast & Brunch",4.0,"374 S First St, San Jose, CA 95113",1039.5338787917874
da17603652106fda93da4e255a5b0a22,"San Francisco Bay Area, CA",37.322124625448566,-121.88109040260316,14,7,21,37.322124625448566,-121.88109040260316,Wienerschnitzel,122,95110,37.322124625448566,-121.88109040260316,Petiscos,451.0,"Portuguese, Tapas/Small Plates, Seafood",4.0,"399 S 1st St, San Jose, CA 95113",993.9812150180032
da17603652106fda93da4e255a5b0a22,"San Francisco Bay Area, CA",37.322124625448566,-121.88109040260316,14,7,21,37.322124625448566,-121.88109040260316,Wienerschnitzel,122,95110,37.322124625448566,-121.88109040260316,El Camaron De Sinaloa,402.0,"Seafood, Mexican, Sushi Bars",4.5,"245 Willow St, San jose, CA 95110",428.1866533631345
da17603652106fda93da4e255a5b0a22,"San Francisco Bay Area, CA",37.322124625448566,-121.88109040260316,14,7,21,37.322124625448566,-121.88109040260316,Clandestine Brewing Tap Room,221,95110,37.322124625448566,-121.88109040260316,Mama Kin,113.0,"Music Venues, Cajun/Creole, Breakfast & Brunch",4.0,"374 S First St, San Jose, CA 95113",1039.5338787917874
da17603652106fda93da4e255a5b0a22,"San Francisco Bay Area, CA",37.322124625448566,-121.88109040260316,14,7,21,37.322124625448566,-121.88109040260316,Clandestine Brewing Tap Room,221,95110,37.322124625448566,-121.88109040260316,Petiscos,451.0,"Portuguese, Tapas/Small Plates, Seafood",4.0,"399 S 1st St, San Jose, CA 95113",993.9812150180032
da17603652106fda93da4e255a5b0a22,"San Francisco Bay Area, CA",37.322124625448566,-121.88109040260316,14,7,21,37.322124625448566,-121.88109040260316,Clandestine Brewing Tap Room,221,95110,37.322124625448566,-121.88109040260316,El Camaron De Sinaloa,402.0,"Seafood, Mexican, Sushi Bars",4.5,"245 Willow St, San jose, CA 95110",428.1866533631345
7a21c92b3b4cd2f7759107b4fdebf869,"San Francisco Bay Area, CA",37.3236779,-121.8741186,11,4,15,37.3236779,-121.8741186,Brickyard Condos,287,95112,37.3236779,-121.8741186,Smack Burgers,28.0,"Burgers, Pop-up Shops",4.5,"101 E Alma Ave, San Jose, CA 95112",717.843262379351
7a21c92b3b4cd2f7759107b4fdebf869,"San Francisco Bay Area, CA",37.3236779,-121.8741186,11,4,15,37.3236779,-121.8741186,Brickyard Condos,287,95112,37.3236779,-121.8741186,The Nest Asian Bistro,260.0,"Chicken Wings, Sandwiches, Asian Fusion",4.0,"312 S 3rd St, San Jose, CA 95112",1328.2329935970436
7a21c92b3b4cd2f7759107b4fdebf869,"San Francisco Bay Area, CA",37.3236779,-121.8741186,11,4,15,37.3236779,-121.8741186,Brickyard Condos,287,95112,37.3236779,-121.8741186,Supper Foods,20.0,"Italian, Mexican, Food Court",4.0,"748 S First St, San Jose, CA 95113",695.2538636134666
7a21c92b3b4cd2f7759107b4fdebf869,"San Francisco Bay Area, CA",37.3236779,-121.8741186,11,4,15,37.3236779,-121.8741186,Bui Phong Bakery,338,95112,37.3236779,-121.8741186,Smack Burgers,28.0,"Burgers, Pop-up Shops",4.5,"101 E Alma Ave, San Jose, CA 95112",717.843262379351
7a21c92b3b4cd2f7759107b4fdebf869,"San Francisco Bay Area, CA",37.3236779,-121.8741186,11,4,15,37.3236779,-121.8741186,Bui Phong Bakery,338,95112,37.3236779,-121.8741186,The Nest Asian Bistro,260.0,"Chicken Wings, Sandwiches, Asian Fusion",4.0,"312 S 3rd St, San Jose, CA 95112",1328.2329935970436
7a21c92b3b4cd2f7759107b4fdebf869,"San Francisco Bay Area, CA",37.3236779,-121.8741186,11,4,15,37.3236779,-121.8741186,Bui Phong Bakery,338,95112,37.3236779,-121.8741186,Supper Foods,20.0,"Italian, Mexican, Food Court",4.0,"748 S First St, San Jose, CA 95113",695.2538636134666
7a21c92b3b4cd2f7759107b4fdebf869,"San Francisco Bay Area, CA",37.3236779,-121.8741186,11,4,15,37.3236779,-121.8741186,Javi's Keyes Club,372,95112,37.3236779,-121.8741186,Smack Burgers,28.0,"Burgers, Pop-up Shops",4.5,"101 E Alma Ave, San Jose, CA 95112",717.843262379351
7a21c92b3b4cd2f7759107b4fdebf869,"San Francisco Bay Area, CA",37.3236779,-121.8741186,11,4,15,37.3236779,-121.8741186,Javi's Keyes Club,372,95112,37.3236779,-121.8741186,The Nest Asian Bistro,260.0,"Chicken Wings, Sandwiches, Asian Fusion",4.0,"312 S 3rd St, San Jose, CA 95112",1328.2329935970436
7a21c92b3b4cd2f7759107b4fdebf869,"San Francisco Bay Area, CA",37.3236779,-121.8741186,11,4,15,37.3236779,-121.8741186,Javi's Keyes Club,372,95112,37.3236779,-121.8741186,Supper Foods,20.0,"Italian, Mexican, Food Court",4.0,"748 S First St, San Jose, CA 95113",695.2538636134666
ce34d38fb230a23c1ced12d1e16df294,"San Francisco Bay Area, CA",37.3259984,-121.87712,8,19,27,37.3259984,-121.87712,Brickyard Condos,464,95112,37.3259984,-121.87712,Mama Kin,113.0,"Music Venues, Cajun/Creole, Breakfast & Brunch",4.0,"374 S First St, San Jose, CA 95113",938.9432738964445
ce34d38fb230a23c1ced12d1e16df294,"San Francisco Bay Area, CA",37.3259984,-121.87712,8,19,27,37.3259984,-121.87712,Brickyard Condos,464,95112,37.3259984,-121.87712,Petiscos,451.0,"Portuguese, Tapas/Small Plates, Seafood",4.0,"399 S 1st St, San Jose, CA 95113",923.9948845459317
ce34d38fb230a23c1ced12d1e16df294,"San Francisco Bay Area, CA",37.3259984,-121.87712,8,19,27,37.3259984,-121.87712,Brickyard Condos,464,95112,37.3259984,-121.87712,The FAB,191.0,"Sports Bars, New Mexican Cuisine, Breakfast & Brunch",4.0,"110 Paseo De San Antonio, San Jose, CA 95112",1112.4265140593725
ce34d38fb230a23c1ced12d1e16df294,"San Francisco Bay Area, CA",37.3259984,-121.87712,8,19,27,37.3259984,-121.87712,Camino Brewing Co.,465,95113,37.3259984,-121.87712,Mama Kin,113.0,"Music Venues, Cajun/Creole, Breakfast & Brunch",4.0,"374 S First St, San Jose, CA 95113",938.9432738964445
ce34d38fb230a23c1ced12d1e16df294,"San Francisco Bay Area, CA",37.3259984,-121.87712,8,19,27,37.3259984,-121.87712,Camino Brewing Co.,465,95113,37.3259984,-121.87712,Petiscos,451.0,"Portuguese, Tapas/Small Plates, Seafood",4.0,"399 S 1st St, San Jose, CA 95113",923.9948845459317
ce34d38fb230a23c1ced12d1e16df294,"San Francisco Bay Area, CA",37.3259984,-121.87712,8,19,27,37.3259984,-121.87712,Camino Brewing Co.,465,95113,37.3259984,-121.87712,The FAB,191.0,"Sports Bars, New Mexican Cuisine, Breakfast & Brunch",4.0,"110 Paseo De San Antonio, San Jose, CA 95112",1112.4265140593725
ce34d38fb230a23c1ced12d1e16df294,"San Francisco Bay Area, CA",37.3259984,-121.87712,8,19,27,37.3259984,-121.87712,5 Spot Chivas Grill,467,95110,37.3259984,-121.87712,Mama Kin,113.0,"Music Venues, Cajun/Creole, Breakfast & Brunch",4.0,"374 S First St, San Jose, CA 95113",938.9432738964445
ce34d38fb230a23c1ced12d1e16df294,"San Francisco Bay Area, CA",37.3259984,-121.87712,8,19,27,37.3259984,-121.87712,5 Spot Chivas Grill,467,95110,37.3259984,-121.87712,Petiscos,451.0,"Portuguese, Tapas/Small Plates, Seafood",4.0,"399 S 1st St, San Jose, CA 95113",923.9948845459317
ce34d38fb230a23c1ced12d1e16df294,"San Francisco Bay Area, CA",37.3259984,-121.87712,8,19,27,37.3259984,-121.87712,5 Spot Chivas Grill,467,95110,37.3259984,-121.87712,The FAB,191.0,"Sports Bars, New Mexican Cuisine, Breakfast & Brunch",4.0,"110 Paseo De San Antonio, San Jose, CA 95112",1112.4265140593725
a3b487ad4ac93ab3e9f9654f87ed8c1e,"San Francisco Bay Area, CA",37.3229796,-121.8879312,17,2,19,37.3229796,-121.8879312,Metro Balderas 1,217,95110,37.3229796,-121.8879312,Petiscos,451.0,"Portuguese, Tapas/Small Plates, Seafood",4.0,"399 S 1st St, San Jose, CA 95113",803.4642557887505
a3b487ad4ac93ab3e9f9654f87ed8c1e,"San Francisco Bay Area, CA",37.3229796,-121.8879312,17,2,19,37.3229796,-121.8879312,Metro Balderas 1,217,95110,37.3229796,-121.8879312,Mama Kin,113.0,"Music Venues, Cajun/Creole, Breakfast & Brunch",4.0,"374 S First St, San Jose, CA 95113",865.8042019549274
a3b487ad4ac93ab3e9f9654f87ed8c1e,"San Francisco Bay Area, CA",37.3229796,-121.8879312,17,2,19,37.3229796,-121.8879312,Metro Balderas 1,217,95110,37.3229796,-121.8879312,Secco Restaurant and Bar,67.0,"Tacos, Burgers, Cocktail Bars",4.5,"300 Almaden Blvd, San Jose, CA 95113",744.4745735888279
a3b487ad4ac93ab3e9f9654f87ed8c1e,"San Francisco Bay Area, CA",37.3229796,-121.8879312,17,2,19,37.3229796,-121.8879312,House of Pizza,390,95110,37.3229796,-121.8879312,Petiscos,451.0,"Portuguese, Tapas/Small Plates, Seafood",4.0,"399 S 1st St, San Jose, CA 95113",803.4642557887505
a3b487ad4ac93ab3e9f9654f87ed8c1e,"San Francisco Bay Area, CA",37.3229796,-121.8879312,17,2,19,37.3229796,-121.8879312,House of Pizza,390,95110,37.3229796,-121.8879312,Mama Kin,113.0,"Music Venues, Cajun/Creole, Breakfast & Brunch",4.0,"374 S First St, San Jose, CA 95113",865.8042019549274
a3b487ad4ac93ab3e9f9654f87ed8c1e,"San Francisco Bay Area, CA",37.3229796,-121.8879312,17,2,19,37.3229796,-121.8879312,House of Pizza,390,95110,37.3229796,-121.8879312,Secco Restaurant and Bar,67.0,"Tacos, Burgers, Cocktail Bars",4.5,"300 Almaden Blvd, San Jose, CA 95113",744.4745735888279
a3b487ad4ac93ab3e9f9654f87ed8c1e,"San Francisco Bay Area, CA",37.3229796,-121.8879312,17,2,19,37.3229796,-121.8879312,Rosario's Tacos,420,95110,37.3229796,-121.8879312,Petiscos,451.0,"Portuguese, Tapas/Small Plates, Seafood",4.0,"399 S 1st St, San Jose, CA 95113",803.4642557887505
a3b487ad4ac93ab3e9f9654f87ed8c1e,"San Francisco Bay Area, CA",37.3229796,-121.8879312,17,2,19,37.3229796,-121.8879312,Rosario's Tacos,420,95110,37.3229796,-121.8879312,Mama Kin,113.0,"Music Venues, Cajun/Creole, Breakfast & Brunch",4.0,"374 S First St, San Jose, CA 95113",865.8042019549274
a3b487ad4ac93ab3e9f9654f87ed8c1e,"San Francisco Bay Area, CA",37.3229796,-121.8879312,17,2,19,37.3229796,-121.8879312,Rosario's Tacos,420,95110,37.3229796,-121.8879312,Secco Restaurant and Bar,67.0,"Tacos, Burgers, Cocktail Bars",4.5,"300 Almaden Blvd, San Jose, CA 95113",744.4745735888279
b4b0088fb4fbb4587cad9d89ddc092cd,"San Francisco Bay Area, CA",37.327581,-121.884559,10,17,27,37.327581,-121.884559,La Penita Restaurant,135,95113,37.327581,-121.884559,Mama Kin,113.0,"Music Venues, Cajun/Creole, Breakfast & Brunch",4.0,"374 S First St, San Jose, CA 95113",360.9790070793176
b4b0088fb4fbb4587cad9d89ddc092cd,"San Francisco Bay Area, CA",37.327581,-121.884559,10,17,27,37.327581,-121.884559,La Penita Restaurant,135,95113,37.327581,-121.884559,Petiscos,451.0,"Portuguese, Tapas/Small Plates, Seafood",4.0,"399 S 1st St, San Jose, CA 95113",314.1872342673611
b4b0088fb4fbb4587cad9d89ddc092cd,"San Francisco Bay Area, CA",37.327581,-121.884559,10,17,27,37.327581,-121.884559,La Penita Restaurant,135,95113,37.327581,-121.884559,Hula Bar and Kitchen,140.0,"Bars, Hawaiian, Filipino",4.5,"30 E Santa Clara St, Ste 110, San Jose, CA 95113",1082.2647027004489
b4b0088fb4fbb4587cad9d89ddc092cd,"San Francisco Bay Area, CA",37.327581,-121.884559,10,17,27,37.327581,-121.884559,San Jose Stage Company,137,95113,37.327581,-121.884559,Mama Kin,113.0,"Music Venues, Cajun/Creole, Breakfast & Brunch",4.0,"374 S First St, San Jose, CA 95113",360.9790070793176
b4b0088fb4fbb4587cad9d89ddc092cd,"San Francisco Bay Area, CA",37.327581,-121.884559,10,17,27,37.327581,-121.884559,San Jose Stage Company,137,95113,37.327581,-121.884559,Petiscos,451.0,"Portuguese, Tapas/Small Plates, Seafood",4.0,"399 S 1st St, San Jose, CA 95113",314.1872342673611
b4b0088fb4fbb4587cad9d89ddc092cd,"San Francisco Bay Area, CA",37.327581,-121.884559,10,17,27,37.327581,-121.884559,San Jose Stage Company,137,95113,37.327581,-121.884559,Hula Bar and Kitchen,140.0,"Bars, Hawaiian, Filipino",4.5,"30 E Santa Clara St, Ste 110, San Jose, CA 95113",1082.2647027004489
b4b0088fb4fbb4587cad9d89ddc092cd,"San Francisco Bay Area, CA",37.327581,-121.884559,10,17,27,37.327581,-121.884559,Orchestria Palm Court,168,95112,37.327581,-121.884559,Mama Kin,113.0,"Music Venues, Cajun/Creole, Breakfast & Brunch",4.0,"374 S First St, San Jose, CA 95113",360.9790070793176
b4b0088fb4fbb4587cad9d89ddc092cd,"San Francisco Bay Area, CA",37.327581,-121.884559,10,17,27,37.327581,-121.884559,Orchestria Palm Court,168,95112,37.327581,-121.884559,Petiscos,451.0,"Portuguese, Tapas/Small Plates, Seafood",4.0,"399 S 1st St, San Jose, CA 95113",314.1872342673611
b4b0088fb4fbb4587cad9d89ddc092cd,"San Francisco Bay Area, CA",37.327581,-121.884559,10,17,27,37.327581,-121.884559,Orchestria Palm Court,168,95112,37.327581,-121.884559,Hula Bar and Kitchen,140.0,"Bars, Hawaiian, Filipino",4.5,"30 E Santa Clara St, Ste 110, San Jose, CA 95113",1082.2647027004489
d576652cc151c23d6ec52b8454429d47,"San Francisco Bay Area, CA",37.3327938,-121.8759263,13,10,23,37.3327938,-121.8759263,The Corner Cafe & Diner,33,95112,37.3327938,-121.8759263,Hao Hao Pho,126.0,"Vietnamese, Noodles, Sandwiches",4.5,"460 E William St, San Jose, CA 95112",102.0062310956554
d576652cc151c23d6ec52b8454429d47,"San Francisco Bay Area, CA",37.3327938,-121.8759263,13,10,23,37.3327938,-121.8759263,The Corner Cafe & Diner,33,95112,37.3327938,-121.8759263,Mama Kin,113.0,"Music Venues, Cajun/Creole, Breakfast & Brunch",4.0,"374 S First St, San Jose, CA 95113",924.0317578962074
d576652cc151c23d6ec52b8454429d47,"San Francisco Bay Area, CA",37.3327938,-121.8759263,13,10,23,37.3327938,-121.8759263,The Corner Cafe & Diner,33,95112,37.3327938,-121.8759263,Rollati Ristorante,83.0,Italian,4.0,"181 E Santa Clara St, Unit 10, San Jose, CA 95113",1145.3329291763991
d576652cc151c23d6ec52b8454429d47,"San Francisco Bay Area, CA",37.3327938,-121.8759263,13,10,23,37.3327938,-121.8759263,Cali Spartan Mexican Kitchen,56,95112,37.3327938,-121.8759263,Hao Hao Pho,126.0,"Vietnamese, Noodles, Sandwiches",4.5,"460 E William St, San Jose, CA 95112",102.0062310956554
d576652cc151c23d6ec52b8454429d47,"San Francisco Bay Area, CA",37.3327938,-121.8759263,13,10,23,37.3327938,-121.8759263,Cali Spartan Mexican Kitchen,56,95112,37.3327938,-121.8759263,Mama Kin,113.0,"Music Venues, Cajun/Creole, Breakfast & Brunch",4.0,"374 S First St, San Jose, CA 95113",924.0317578962074
d576652cc151c23d6ec52b8454429d47,"San Francisco Bay Area, CA",37.3327938,-121.8759263,13,10,23,37.3327938,-121.8759263,Cali Spartan Mexican Kitchen,56,95112,37.3327938,-121.8759263,Rollati Ristorante,83.0,Italian,4.0,"181 E Santa Clara St, Unit 10, San Jose, CA 95113",1145.3329291763991
d576652cc151c23d6ec52b8454429d47,"San Francisco Bay Area, CA",37.3327938,-121.8759263,13,10,23,37.3327938,-121.8759263,Super Taqueria,90,95112,37.3327938,-121.8759263,Hao Hao Pho,126.0,"Vietnamese, Noodles, Sandwiches",4.5,"460 E William St, San Jose, CA 95112",102.0062310956554
d576652cc151c23d6ec52b8454429d47,"San Francisco Bay Area, CA",37.3327938,-121.8759263,13,10,23,37.3327938,-121.8759263,Super Taqueria,90,95112,37.3327938,-121.8759263,Mama Kin,113.0,"Music Venues, Cajun/Creole, Breakfast & Brunch",4.0,"374 S First St, San Jose, CA 95113",924.0317578962074
d576652cc151c23d6ec52b8454429d47,"San Francisco Bay Area, CA",37.3327938,-121.8759263,13,10,23,37.3327938,-121.8759263,Super Taqueria,90,95112,37.3327938,-121.8759263,Rollati Ristorante,83.0,Italian,4.0,"181 E Santa Clara St, Unit 10, San Jose, CA 95113",1145.3329291763991
0a24b6ab9ca6684780b6682901b3c680,"San Francisco Bay Area, CA",37.3448821,-121.8969655,12,6,18,37.3448821,-121.8969655,Smile Market,294,95112,37.3448821,-121.8969655,SJ Omogari,2462.0,"Korean, Soup, Seafood",4.0,"154 Jackson St, San Jose, CA 95112",427.0815023021948
0a24b6ab9ca6684780b6682901b3c680,"San Francisco Bay Area, CA",37.3448821,-121.8969655,12,6,18,37.3448821,-121.8969655,Smile Market,294,95112,37.3448821,-121.8969655,Shabu Time,336.0,"Japanese, Hot Pot, Do-It-Yourself Food",4.5,"171 Jackson St, San Jose, CA 95112",465.3402718624085
0a24b6ab9ca6684780b6682901b3c680,"San Francisco Bay Area, CA",37.3448821,-121.8969655,12,6,18,37.3448821,-121.8969655,Smile Market,294,95112,37.3448821,-121.8969655,Hula Bar and Kitchen,140.0,"Bars, Hawaiian, Filipino",4.5,"30 E Santa Clara St, Ste 110, San Jose, CA 95113",1136.3943444032448
0a24b6ab9ca6684780b6682901b3c680,"San Francisco Bay Area, CA",37.3448821,-121.8969655,12,6,18,37.3448821,-121.8969655,Kelly's Liquor Store,334,95112,37.3448821,-121.8969655,SJ Omogari,2462.0,"Korean, Soup, Seafood",4.0,"154 Jackson St, San Jose, CA 95112",427.0815023021948
0a24b6ab9ca6684780b6682901b3c680,"San Francisco Bay Area, CA",37.3448821,-121.8969655,12,6,18,37.3448821,-121.8969655,Kelly's Liquor Store,334,95112,37.3448821,-121.8969655,Shabu Time,336.0,"Japanese, Hot Pot, Do-It-Yourself Food",4.5,"171 Jackson St, San Jose, CA 95112",465.3402718624085
0a24b6ab9ca6684780b6682901b3c680,"San Francisco Bay Area, CA",37.3448821,-121.8969655,12,6,18,37.3448821,-121.8969655,Kelly's Liquor Store,334,95112,37.3448821,-121.8969655,Hula Bar and Kitchen,140.0,"Bars, Hawaiian, Filipino",4.5,"30 E Santa Clara St, Ste 110, San Jose, CA 95113",1136.3943444032448
0a24b6ab9ca6684780b6682901b3c680,"San Francisco Bay Area, CA",37.3448821,-121.8969655,12,6,18,37.3448821,-121.8969655,IHOP,369,95112,37.3448821,-121.8969655,SJ Omogari,2462.0,"Korean, Soup, Seafood",4.0,"154 Jackson St, San Jose, CA 95112",427.0815023021948
0a24b6ab9ca6684780b6682901b3c680,"San Francisco Bay Area, CA",37.3448821,-121.8969655,12,6,18,37.3448821,-121.8969655,IHOP,369,95112,37.3448821,-121.8969655,Shabu Time,336.0,"Japanese, Hot Pot, Do-It-Yourself Food",4.5,"171 Jackson St, San Jose, CA 95112",465.3402718624085
0a24b6ab9ca6684780b6682901b3c680,"San Francisco Bay Area, CA",37.3448821,-121.8969655,12,6,18,37.3448821,-121.8969655,IHOP,369,95112,37.3448821,-121.8969655,Hula Bar and Kitchen,140.0,"Bars, Hawaiian, Filipino",4.5,"30 E Santa Clara St, Ste 110, San Jose, CA 95113",1136.3943444032448
a4b234ab072402cbfcbd5e306588d9a9,"San Francisco Bay Area, CA",37.3413348,-121.9031829,15,0,15,37.3413348,-121.9031829,BJ's Restaurant & Brewhouse,120,95110,37.3413348,-121.9031829,SJ Omogari,2462.0,"Korean, Soup, Seafood",4.0,"154 Jackson St, San Jose, CA 95112",1063.2438923686684
a4b234ab072402cbfcbd5e306588d9a9,"San Francisco Bay Area, CA",37.3413348,-121.9031829,15,0,15,37.3413348,-121.9031829,BJ's Restaurant & Brewhouse,120,95110,37.3413348,-121.9031829,Paesano Ristorante Italiano,1301.0,Italian,4.0,"350 W Julian St, Ste 1, San Jose, CA 95110",699.5314420959834
