Station_No,Station_ID,Bike_Lat,Bike_Long,name,review_count,categories,rating,distance
245,aca4a61933705a8f547227c4757e10cb,37.35090179274617,-121.89584255218504,Fosters Freeze - San Jose,329,"Ice Cream & Frozen Yogurt, American, Burgers",3.5,88.56184715433606
245,aca4a61933705a8f547227c4757e10cb,37.35090179274617,-121.89584255218504,Wienerschnitzel,51,"Hot Dogs, Fast Food",3.5,95.78489906005812
246,5e99ac28f681fbc2c1b49ad2c41a525d,37.76578298679633,-122.45763659477234,Kezar Pizzetta,212,Pizza,4.0,38.30740116978098
246,5e99ac28f681fbc2c1b49ad2c41a525d,37.76578298679633,-122.45763659477234,Subway,44,"Sandwiches, Fast Food",2.5,214.31203399398237
246,5e99ac28f681fbc2c1b49ad2c41a525d,37.76578298679633,-122.45763659477234,Carmelina's Taqueria,106,"Mexican, Latin American",3.5,220.78626050196738
247,63c1d64d1de2d99f101592fb22afa728,37.326282324105776,-121.9049111008644,Lovens,26,"Comfort Food, Tacos",4.5,294.6929432324064
247,63c1d64d1de2d99f101592fb22afa728,37.326282324105776,-121.9049111008644,Tony P's Bar And Grill,109,"Sports Bars, American",4.0,294.6929432324064
247,63c1d64d1de2d99f101592fb22afa728,37.326282324105776,-121.9049111008644,Tres Deli Si Oso,18,Pop-Up Restaurants,5.0,333.0166947394316
248,14a97c92c9427a9c2b254f07ae442ddf,37.343208488473465,-121.88438951969148,Las Cocineras de Michoacan,9,"Food Trucks, Mexican",4.0,156.00423356575075
248,14a97c92c9427a9c2b254f07ae442ddf,37.343208488473465,-121.88438951969148,Junior’s Roaster,1,"Mexican, Food Trucks",5.0,156.00423356575075
248,14a97c92c9427a9c2b254f07ae442ddf,37.343208488473465,-121.88438951969148,Mumbai Indians,1,"Food Delivery Services, Indian",4.0,156.00423356575075
249,4f4826a69b734f19e27008bfa1177585,37.7258897887525,-122.45244383811948,CCSF City Cafe,45,Cafes,3.0,139.67358797043136
249,4f4826a69b734f19e27008bfa1177585,37.7258897887525,-122.45244383811948,D’maize Cafe,2,Salvadoran,4.5,210.56359607458884
249,4f4826a69b734f19e27008bfa1177585,37.7258897887525,-122.45244383811948,Culinary Cafeteria,33,"New American, American",4.5,250.92534431778967
250,0d8525708edd96daf05c39b671e8889d,37.76343361023245,-122.46406316757202,Park Mediterranean Grill,1,"Food Delivery Services, Mediterranean",1.0,63.38516192251639
250,0d8525708edd96daf05c39b671e8889d,37.76343361023245,-122.46406316757202,Mission Street Burritos by Papalote,0,"Food Delivery Services, Ice Cream & Frozen Yogurt, Mexican",0.0,63.38516192251639
250,0d8525708edd96daf05c39b671e8889d,37.76343361023245,-122.46406316757202,Hahn's Hibachi,258,"Korean, Barbeque",4.0,69.47178960844131
251,df88c2e9c068b1f96081442b6cb639d9,37.76393402521409,-122.47065067291258,Sushi and Poki Bar,0,"Sushi Bars, Poke",0.0,44.40532231586446
251,df88c2e9c068b1f96081442b6cb639d9,37.76393402521409,-122.47065067291258,Hunt & Gather,1,"Venues & Event Spaces, Art Galleries, Pop-Up Restaurants",5.0,68.87829080389935
251,df88c2e9c068b1f96081442b6cb639d9,37.76393402521409,-122.47065067291258,Irving Subs,481,"Sandwiches, Gluten-Free, Delis",4.5,112.67301216069814
252,be51642c8a13488ee2d0f79cca2d6307,37.75770404149008,-122.39188492298126,Brazuca Grill,33,"Brazilian, Food Trucks, Acai Bowls",4.5,48.98576752065496
252,be51642c8a13488ee2d0f79cca2d6307,37.75770404149008,-122.39188492298126,Sofia restaurant,0,Italian,0.0,154.5728833845443
252,be51642c8a13488ee2d0f79cca2d6307,37.75770404149008,-122.39188492298126,Piccino Restaurant,1553,"Italian, Coffee & Tea, Cocktail Bars",4.0,169.42957122002483
253,2ce729f9d95e9007a9069c8e0d365511,37.800459411713945,-122.24745869636536,Admas,37,"Ethiopian, Eritrean",5.0,202.57268505465888
253,2ce729f9d95e9007a9069c8e0d365511,37.800459411713945,-122.24745869636536,Woody's Cafe,241,"Coffee & Tea, Sandwiches",4.0,275.99165889948574
253,2ce729f9d95e9007a9069c8e0d365511,37.800459411713945,-122.24745869636536,Chris' Conchas,1,"Bakeries, Mexican",4.0,279.26884411440045
254,ca0d2445e913702b584e668333dfd3d4,37.78243851977672,-122.4653774499893,Clement BBQ,309,"Dim Sum, Barbeque",4.0,50.203152660124545
254,ca0d2445e913702b584e668333dfd3d4,37.78243851977672,-122.4653774499893,Xiao Long Bao,358,Dim Sum,3.5,58.53972683993276
254,ca0d2445e913702b584e668333dfd3d4,37.78243851977672,-122.4653774499893,Pixlcat Coffee,37,"Coffee & Tea, Breakfast & Brunch, Bubble Tea",4.5,59.667411259347304
255,b897eab1a16516ea4c47640297cc4409,37.78068,-122.450012,The Pig & Whistle,522,"Pubs, British",4.0,164.3871317142564
255,b897eab1a16516ea4c47640297cc4409,37.78068,-122.450012,sQwers japanese restaurant,334,"Japanese, Sushi Bars",4.0,174.56922967756154
255,b897eab1a16516ea4c47640297cc4409,37.78068,-122.450012,Royal Ground Coffee,151,"Coffee & Tea, Delis",4.0,218.3274982012567
256,0c7d51b231f5c05163176b80b5c825bf,37.804648,-122.402087,Alegrias,0,Spanish,0.0,107.25195067116717
256,0c7d51b231f5c05163176b80b5c825bf,37.804648,-122.402087,Fog City,899,"New American, Seafood, Breakfast & Brunch",3.5,121.50369240042329
256,0c7d51b231f5c05163176b80b5c825bf,37.804648,-122.402087,Court Cafe,1,Cafes,4.0,152.2102825719523
257,cbf173b581c32be79916dd0efa8472f0,37.8335577,-122.2674183,Catastrophe pizza,2,Pizza,5.0,34.67344732674314
257,cbf173b581c32be79916dd0efa8472f0,37.8335577,-122.2674183,Legends & Icons,3,Soul Food,2.5,34.67344732674314
257,cbf173b581c32be79916dd0efa8472f0,37.8335577,-122.2674183,Catastrophe Pizza,37,Pizza,4.5,35.64575186401974
258,dab6dfd8dec75e57a81fde7f12d39510,37.785111,-122.477667,Ham & Cheese Deli,125,"Sandwiches, Breakfast & Brunch, Delis",5.0,141.79431777110943
258,dab6dfd8dec75e57a81fde7f12d39510,37.785111,-122.477667,Harajuku Sushi,42,"Sushi Bars, Izakaya, Ramen",4.0,304.1932222741463
258,dab6dfd8dec75e57a81fde7f12d39510,37.785111,-122.477667,Blue Fin Sushi & Lounge,595,"Sushi Bars, Lounges, Seafood",3.5,304.85128688628396
259,c859a624e28f1e670e9b7f8b2276c934,37.781722,-122.492844,El Mansour Restaurant,762,Moroccan,4.0,13.777341453145048
259,c859a624e28f1e670e9b7f8b2276c934,37.781722,-122.492844,Garden House Cafe,350,"Sandwiches, Coffee & Tea",4.0,26.041369255148393
259,c859a624e28f1e670e9b7f8b2276c934,37.781722,-122.492844,Anh Hong,76,"Vietnamese, Asian Fusion",4.5,28.442705702617204
260,1a4ced4bb87081c0a92db3f014c92d19,37.79762790889688,-122.423534989357,Helmand Palace,907,"Afghan, Mediterranean, Kebab",4.5,41.52782793085062
260,1a4ced4bb87081c0a92db3f014c92d19,37.79762790889688,-122.423534989357,Matterhorn Restaurant & Bakery,173,"Modern European, Fondue",4.5,70.78845877032758
260,1a4ced4bb87081c0a92db3f014c92d19,37.79762790889688,-122.423534989357,Blue Barn-Polk,619,"Salad, Delis, Sandwiches",4.0,105.4806364138079
261,eace607a9b4ea4ea7b9fe0e5c17b04e7,37.78657849953654,-122.45342284440996,Vixi,267,"Italian, Pasta Shops, Pizza",4.0,53.781957812105674
261,eace607a9b4ea4ea7b9fe0e5c17b04e7,37.78657849953654,-122.45342284440996,Magic Flute Ristorante,644,"Italian, Breakfast & Brunch, Seafood",4.0,82.7415772610386
261,eace607a9b4ea4ea7b9fe0e5c17b04e7,37.78657849953654,-122.45342284440996,Sociale,728,"Italian, Venues & Event Spaces, Wine Bars",4.0,92.30798726226519
262,63816efc067878fdff9a0d2a38531268,37.8539069616438,-122.2896981239319,Berkeley Bowl West,1498,"Cafes, Bakeries, Grocery",4.0,72.57938312005534
262,63816efc067878fdff9a0d2a38531268,37.8539069616438,-122.2896981239319,Mint Leaf Vietnamese Restaurant,337,Vietnamese,3.5,177.35453327363115
262,63816efc067878fdff9a0d2a38531268,37.8539069616438,-122.2896981239319,Cali Alley,169,"Comfort Food, Food Delivery Services, Burgers",4.5,199.41305542020118
263,363a2381ec0d75a658698918d68d0edb,37.756808,-122.405943,Waterfall,119,"Seafood, Latin American",4.5,122.52831032613868
263,363a2381ec0d75a658698918d68d0edb,37.756808,-122.405943,Newkirk's,176,Sandwiches,4.5,123.81087828604828
263,363a2381ec0d75a658698918d68d0edb,37.756808,-122.405943,San Francisco General Cafe Nightingales,9,Cafes,2.5,146.71929928523332
264,a9af746a9f25302bc6e438d12b4171f2,37.772954,-122.509071,Lei Feng Food Truck,14,"Food Trucks, Japanese",3.0,130.87777609837875
264,a9af746a9f25302bc6e438d12b4171f2,37.772954,-122.509071,Andytown Coffee Roasters,65,"Coffee & Tea, Cafes, Sandwiches",4.0,144.4169939580392
264,a9af746a9f25302bc6e438d12b4171f2,37.772954,-122.509071,Ocean Beach Cafe,1,"Bars, Cafes, Sandwiches",4.0,192.7069641453479
265,c6819c29250a339afc80c325c09cfaf2,37.7632417,-122.4306746,Saucy Asian,451,"Korean, Asian Fusion, Pan Asian",4.5,71.76526059065048
265,c6819c29250a339afc80c325c09cfaf2,37.7632417,-122.4306746,Eiji,1154,"Sushi Bars, Japanese",4.0,93.40073748560717
265,c6819c29250a339afc80c325c09cfaf2,37.7632417,-122.4306746,Kitchen Story,4092,"Breakfast & Brunch, Asian Fusion, New American",4.0,116.73313191566068
266,059af05c37addf83badc457996fe45eb,37.3302641,-121.8977018,Imperio Taqueria,79,Mexican,4.5,24.560679835638005
266,059af05c37addf83badc457996fe45eb,37.3302641,-121.8977018,Il Caffe',1,"Sandwiches, Soup",2.0,244.12436018157305
266,059af05c37addf83badc457996fe45eb,37.3302641,-121.8977018,AC Lounge,10,"Tapas Bars, New American, Bars",2.5,356.3190699886778
267,a8ecd18d2c44ea14d8a396eba32c3fcc,37.8388,-122.258732,Beber fresh Almondmilk,5,"Farmers Market, Food Stands, Specialty Food",4.0,128.48889264416667
267,a8ecd18d2c44ea14d8a396eba32c3fcc,37.8388,-122.258732,Andy & Cindy's,7,"Thai, Street Vendors",4.5,128.48889264464722
267,a8ecd18d2c44ea14d8a396eba32c3fcc,37.8388,-122.258732,Alem's Coffee,145,"Coffee & Tea, Ethiopian, Eritrean",4.5,192.32028532761484
268,9be7e0050df8db9c65bee11853497d9c,37.86012459911685,-122.2693844139576,Kirala Restaurant,1852,"Sushi Bars, Japanese",4.0,252.05534791505073
268,9be7e0050df8db9c65bee11853497d9c,37.86012459911685,-122.2693844139576,Sconehenge Bakery & Cafe,455,"Bakeries, Breakfast & Brunch, Sandwiches",4.0,275.01884411683335
268,9be7e0050df8db9c65bee11853497d9c,37.86012459911685,-122.2693844139576,Tamale Lady at Berkeley Bowl Parking Lot,4,"Mexican, Food",2.5,384.01474141289987
269,3f5c0437929a0f6dbc32f116850a4196,37.8045623549303,-122.27173805236816,Urban Chef SF,1,"Farmers Market, American",3.0,55.62997706510011
269,3f5c0437929a0f6dbc32f116850a4196,37.8045623549303,-122.27173805236816,West Coast Chopped Cheese,0,"Burgers, Pop-Up Restaurants",0.0,55.62997706510011
269,3f5c0437929a0f6dbc32f116850a4196,37.8045623549303,-122.27173805236816,Ralphi's Peppers,1,Czech,2.0,55.62997706510011
270,a6b2ae23c98c47b86a9e84062ea5c3ee,37.79801364395978,-122.40595042705534,North Beach Market & Deli,7,Delis,2.5,18.196982011616345
270,a6b2ae23c98c47b86a9e84062ea5c3ee,37.79801364395978,-122.40595042705534,Le Petit Paris 75,66,"Lounges, Tapas/Small Plates, Wine Bars",5.0,21.17688726518857
270,a6b2ae23c98c47b86a9e84062ea5c3ee,37.79801364395978,-122.40595042705534,Urban Curry,730,"Indian, Halal, Himalayan/Nepalese",4.0,22.590713795438386
271,7ef616860128f1e359563871f977c210,37.72828159245282,-122.4506950378418,Lunch Box,37,Fast Food,3.5,303.7637955228211
271,7ef616860128f1e359563871f977c210,37.72828159245282,-122.4506950378418,World of Noodle/Pho Dong Huong,353,"Vietnamese, Noodles, Chinese",3.0,333.3588742143326
271,7ef616860128f1e359563871f977c210,37.72828159245282,-122.4506950378418,Railroad Expresso,65,"Coffee & Tea, Cafes",3.5,341.94302796150987
272,dbd21ac9ae9f5cd34c4980b4f103b550,37.7976728,-122.2629973,Town Fare by Michele McQueen,92,"Cafes, Venues & Event Spaces",4.0,146.32791311608946
272,dbd21ac9ae9f5cd34c4980b4f103b550,37.7976728,-122.2629973,Off the Grid: Lunch at OMCA,0,"Food Trucks, Food Court",0.0,146.32791311608946
272,dbd21ac9ae9f5cd34c4980b4f103b550,37.7976728,-122.2629973,Off the Grid: Lake Merritt at OMCA,132,"Food Trucks, Food Court",4.5,148.56519707856742
273,501383f10b2cb7bd652149a50b5418fc,37.8107432,-122.2914153,Swahili Spot,5,"African, Caterers",4.5,254.93446126048366
273,501383f10b2cb7bd652149a50b5418fc,37.8107432,-122.2914153,Taco Truck @ 14th Ave.,1,"Mexican, Food Trucks",5.0,280.7919935149687
273,501383f10b2cb7bd652149a50b5418fc,37.8107432,-122.2914153,Nunu’s Cafe,36,Cafes,5.0,316.7947872004919
274,1372941b523f4ca92d4bfee7ea85ac95,37.795913,-122.255547,Pho Vy Vietnamese Cuisine,338,"Vietnamese, Noodles, Soup",4.5,71.92248027706407
274,1372941b523f4ca92d4bfee7ea85ac95,37.795913,-122.255547,Mariscos Sinaloa #2,6,"Food Trucks, Mexican",4.0,160.5563923693623
274,1372941b523f4ca92d4bfee7ea85ac95,37.795913,-122.255547,Lee's Sandwiches,164,"Vietnamese, Sandwiches, Coffee & Tea",2.5,165.4012261378365
275,e9d82f4d2f1525cc654976f3fdf7f45a,37.816073115011406,-122.26788640022278,Blind Tiger,1011,"Asian Fusion, Cocktail Bars, Tapas/Small Plates",4.0,53.20141272394701
275,e9d82f4d2f1525cc654976f3fdf7f45a,37.816073115011406,-122.26788640022278,Gogi Time,1888,"Korean, Barbeque",4.0,53.33454483577893
275,e9d82f4d2f1525cc654976f3fdf7f45a,37.816073115011406,-122.26788640022278,Korean Book,1,Korean,3.0,72.7223046572826
276,02744ef00b430de0440ab88ecff71b2d,37.795194764385954,-122.27396965026855,The Burrito Truck,5,"Food Trucks, Mexican",2.0,47.912195033033306
276,02744ef00b430de0440ab88ecff71b2d,37.795194764385954,-122.27396965026855,Belladi Kitchen,56,Middle Eastern,5.0,88.3228914586911
276,02744ef00b430de0440ab88ecff71b2d,37.795194764385954,-122.27396965026855,Cellarmaker Oakland,28,"Breweries, Pizza",4.5,108.96672837209142
277,f113253f2f20870c00c7f115d631304d,37.8123315,-122.2851712,Evolution Bake,6,"Pizza, Pop-up Shops, Cooking Classes",5.0,217.77398921318374
277,f113253f2f20870c00c7f115d631304d,37.8123315,-122.2851712,Taco Truck @ 14th Ave.,1,"Mexican, Food Trucks",5.0,381.3183198538454
277,f113253f2f20870c00c7f115d631304d,37.8123315,-122.2851712,Tati's Mexican Food,38,"Food Trucks, Mexican",4.0,387.35968723439134
278,08a97d1e8daf245e4fc7f5f3ab162213,37.77415256430236,-122.21239820122716,China Express,19,"Fast Food, Chinese",2.5,69.02330237235101
278,08a97d1e8daf245e4fc7f5f3ab162213,37.77415256430236,-122.21239820122716,Subway,3,"Sandwiches, Fast Food",2.5,82.69658993401984
278,08a97d1e8daf245e4fc7f5f3ab162213,37.77415256430236,-122.21239820122716,Cardenas Markets,99,"Grocery, Meat Shops, Mexican",2.0,93.31306989582696
279,0d33649125be2d062ec29061a27f700e,37.781123,-122.2329915,Tamales Mexicanos,2,Mexican,3.0,63.5926588212079
279,0d33649125be2d062ec29061a27f700e,37.781123,-122.2329915,McDonald's,92,"Burgers, Fast Food, Coffee & Tea",1.5,116.6384347970591
279,0d33649125be2d062ec29061a27f700e,37.781123,-122.2329915,El Pollo Loco,149,"Mexican, Fast Food, Chicken Shop",4.0,122.36391532585654
280,d9f54ff90ab5ebf7383dd6a8541d48f1,37.7927143,-122.2487796,BAMBU,141,"Juice Bars & Smoothies, Bubble Tea, Vietnamese",3.5,186.20844192421862
280,d9f54ff90ab5ebf7383dd6a8541d48f1,37.7927143,-122.2487796,Kingkong Rotisserie Chinese Restaurant,43,"Comfort Food, Soup, Chinese",2.5,186.20844192421862
280,d9f54ff90ab5ebf7383dd6a8541d48f1,37.7927143,-122.2487796,V&J Fusion,29,"Sandwiches, Vietnamese, Coffee & Tea",4.5,192.00273945480896
281,ca8eeb013a7c04731be820a3205b8347,37.794396,-122.253842,Cafe Da Huong,23,"Coffee & Tea, Sandwiches",4.0,23.61711343690155
281,ca8eeb013a7c04731be820a3205b8347,37.794396,-122.253842,Quickly,127,"Bubble Tea, Ice Cream & Frozen Yogurt, Asian Fusion",4.0,34.25774250192226
281,ca8eeb013a7c04731be820a3205b8347,37.794396,-122.253842,Da Nang Quan,283,Vietnamese,4.0,42.35493404434293
282,1756b8a7b00189ed5c04a3171959e3f7,37.8160598,-122.2782444,M & O Market,18,"Beer, Wine & Spirits, Grocery, Fast Food",4.5,163.49679099452615
282,1756b8a7b00189ed5c04a3171959e3f7,37.8160598,-122.2782444,YOYO Momoss,5,"Indian, Himalayan/Nepalese",3.0,203.404039897676
282,1756b8a7b00189ed5c04a3171959e3f7,37.8160598,-122.2782444,La Oaxaqueña,0,"Mexican, Street Vendors",0.0,203.404039897676
283,182f517a38db07df6b2fcc8ac0da3617,37.79013985185364,-122.24237322807312,Cafe Dem,1,"Vietnamese, Coffee & Tea, Karaoke",5.0,191.9639479623103
283,182f517a38db07df6b2fcc8ac0da3617,37.79013985185364,-122.24237322807312,Pupuseria Rosita,67,"Tacos, Food Trucks, Salvadoran",4.5,199.8435611092792
283,182f517a38db07df6b2fcc8ac0da3617,37.79013985185364,-122.24237322807312,Mother Clucker,1,"Food Delivery Services, Sandwiches",1.0,226.3083654239331
284,ef1e16d2e298bfbc6724316dc9f2c3c8,37.78381270927812,-122.4345588684082,Jane The Bakery,668,"Bakeries, Coffee & Tea, Breakfast & Brunch",4.5,29.96704677017865
284,ef1e16d2e298bfbc6724316dc9f2c3c8,37.78381270927812,-122.4345588684082,Les Croissants Cafe,52,"Coffee & Tea, Donuts, Delis",3.5,111.8512960433748
284,ef1e16d2e298bfbc6724316dc9f2c3c8,37.78381270927812,-122.4345588684082,Less Filling,0,Chicken Wings,0.0,127.08460074315774
285,f18e0e4c80e5eb999f88608c3ebd3e90,37.79416044174933,-122.42156758904456,Bell Tower,698,"Bars, American",3.5,32.58596212574856
285,f18e0e4c80e5eb999f88608c3ebd3e90,37.79416044174933,-122.42156758904456,Cafe Réveille,140,"Breakfast & Brunch, Cafes",4.0,87.81489728440192
285,f18e0e4c80e5eb999f88608c3ebd3e90,37.79416044174933,-122.42156758904456,Cheese Plus,646,"Cheese Shops, Sandwiches, Beer, Wine & Spirits",4.0,108.37842742851667
286,5d6369a9f895ab6203a6dcc3c0fca46d,37.781981687527214,-122.43576988577844,Young Entrepreneurs Express,2,"Street Vendors, Mexican",1.5,193.32200640120558
286,5d6369a9f895ab6203a6dcc3c0fca46d,37.781981687527214,-122.43576988577844,Jane The Bakery,668,"Bakeries, Coffee & Tea, Breakfast & Brunch",4.5,238.84471971531187
286,5d6369a9f895ab6203a6dcc3c0fca46d,37.781981687527214,-122.43576988577844,Oh My Pizza!,0,"Food Delivery Services, Pizza",0.0,264.5579646295062
287,af277a4997575219024a717b9bade2e0,37.764285,-122.4318042,Dinosaurs,982,"Vietnamese, Sandwiches",4.0,24.046484887760084
287,af277a4997575219024a717b9bade2e0,37.764285,-122.4318042,Sushi Time,734,"Japanese, Sushi Bars",4.0,36.60860705234727
287,af277a4997575219024a717b9bade2e0,37.764285,-122.4318042,Makli,258,Chinese,3.5,64.72083151116371
288,f1fd7bda2e0a3cf1900d275f24ff94ff,37.7670373,-122.4154425,Truck Lunch Box,0,New American,0.0,35.136283423456675
288,f1fd7bda2e0a3cf1900d275f24ff94ff,37.7670373,-122.4154425,Lo Noodle,0,"Food Trucks, Noodles",0.0,35.33481103494632
288,f1fd7bda2e0a3cf1900d275f24ff94ff,37.7670373,-122.4154425,Carmelina's Cafe,13,Cafes,2.0,48.28067776195868
289,e4057435753640b4855f792619c151dd,37.774814,-122.418954,Charlittes,1,"Food Stands, Bakeries",3.0,42.54637851900946
289,e4057435753640b4855f792619c151dd,37.774814,-122.418954,Anthony and Alice's Bistro,1,Cafes,5.0,42.54637851900946
289,e4057435753640b4855f792619c151dd,37.774814,-122.418954,Empenada King,1,"Mexican, Food Stands",4.0,42.54637851900946
290,26993f6ad0a30df7cc33bedb8efb5590,37.788032,-122.395626,Truly Food Truck,10,"Latin American, Food Trucks",4.0,51.04712565642178
290,26993f6ad0a30df7cc33bedb8efb5590,37.788032,-122.395626,Spice Kit,573,"Sandwiches, Asian Fusion",3.5,51.58544001741628
290,26993f6ad0a30df7cc33bedb8efb5590,37.788032,-122.395626,Orrick Cafe,2,"Cafes, Burgers",3.0,74.05067986733242
291,794cb9426661fc4ba684c6a147f4ea92,37.783973,-122.442878,Anomaly SF,157,New American,4.5,116.64689789009238
291,794cb9426661fc4ba684c6a147f4ea92,37.783973,-122.442878,Zazang Korean Noodles,579,"Korean, Noodles, Soup",3.5,116.93438260977203
291,794cb9426661fc4ba684c6a147f4ea92,37.783973,-122.442878,opa cafe,540,"Mediterranean, Sandwiches, Salad",4.5,118.7905883223803
292,df3286fb70521afe8b7c68681e57f777,37.780949,-122.456303,Rooster & Rice,60,"Thai, Chicken Shop",4.0,32.731893252868154
292,df3286fb70521afe8b7c68681e57f777,37.780949,-122.456303,Pancho's Salsa Bar & Grill,468,Mexican,3.0,69.09779124869831
292,df3286fb70521afe8b7c68681e57f777,37.780949,-122.456303,Kaiju Eats Ramen and Izakaya,930,"Sushi Bars, Ramen, Izakaya",4.0,69.88602334987516
293,632b45a2c2a023d1f96723878028518d,37.77779057034257,-122.40643188357352,Deli Board,1721,"Delis, Sandwiches",4.5,54.2737842462031
293,632b45a2c2a023d1f96723878028518d,37.77779057034257,-122.40643188357352,Mj’s Dunkin,0,Tacos,0.0,66.01644050216876
293,632b45a2c2a023d1f96723878028518d,37.77779057034257,-122.40643188357352,Extreme Pizza - Soma District,495,"Pizza, Salad, Sandwiches",3.0,80.3470218259106
294,6b13e6fa1252c733e32fdc7b13cba255,37.775522,-122.498498,La Promenade Café,381,"Coffee & Tea, Sandwiches, Bagels",4.5,26.60752909125097
294,6b13e6fa1252c733e32fdc7b13cba255,37.775522,-122.498498,The Laundromat,230,"Pizza, Bagels, Beer Bar",4.5,31.98687691133699
294,6b13e6fa1252c733e32fdc7b13cba255,37.775522,-122.498498,Shanghai House,750,"Shanghainese, Dim Sum",3.5,36.92000859754472
295,d97742ffbfb3863990d07359b7bdeb46,37.8238474,-122.2811926,N & A Market,6,"Delis, Beer, Wine & Spirits",4.5,15.332832236926693
295,d97742ffbfb3863990d07359b7bdeb46,37.8238474,-122.2811926,Clandestina Cocina,0,"Pop-Up Restaurants, Cuban",0.0,176.71028731973163
295,d97742ffbfb3863990d07359b7bdeb46,37.8238474,-122.2811926,Oriental Express Restaurant,1,Chinese,1.0,283.3761331935753
296,68a14ad0d601717764086eb2d3c5f071,37.8002135669698,-122.25381016731262,Pho King,776,Vietnamese,4.0,31.842477086351973
296,68a14ad0d601717764086eb2d3c5f071,37.8002135669698,-122.25381016731262,Tasty Bowl,102,"Asian Fusion, Chinese, Vietnamese",4.0,39.308566342302385
296,68a14ad0d601717764086eb2d3c5f071,37.8002135669698,-122.25381016731262,Fire Wings Oakland,84,"Chicken Wings, Asian Fusion, American",4.0,56.785231463497865
297,3df46ea4730fd2f6a4f92007c9369299,37.78389935708493,-122.4084448814392,Abe’s Pizza,65,Pizza,4.0,40.28619324435178
297,3df46ea4730fd2f6a4f92007c9369299,37.78389935708493,-122.4084448814392,Cable Car Coffee Company,40,"Coffee & Tea, Sandwiches, Salad",4.0,42.60146943388864
297,3df46ea4730fd2f6a4f92007c9369299,37.78389935708493,-122.4084448814392,Carl's Jr,149,"Burgers, Fast Food",2.0,52.757258582782036
298,22041eb5ac70f045466f45b5f7c7cebd,37.76328094058097,-122.4073773622513,The Morris,386,"New American, Cocktail Bars, Desserts",4.5,109.66419581652868
298,22041eb5ac70f045466f45b5f7c7cebd,37.76328094058097,-122.4073773622513,Two Sons' Sandwiches,287,"Sandwiches, Salad, Breakfast & Brunch",4.5,162.47198268867876
298,22041eb5ac70f045466f45b5f7c7cebd,37.76328094058097,-122.4073773622513,Delmonte Deli,1,Delis,3.0,162.47198268867876
299,fdfed17363937bd17e69bb5f32b67257,37.72238229348268,-122.44380980730055,The Check-In Lounge,30,"Wine Bars, Tapas/Small Plates, Cocktail Bars",5.0,237.0599971154957
299,fdfed17363937bd17e69bb5f32b67257,37.72238229348268,-122.44380980730055,Egg the F* Out,1,"Food Delivery Services, Breakfast & Brunch, Sandwiches",4.0,240.6861474952245
299,fdfed17363937bd17e69bb5f32b67257,37.72238229348268,-122.44380980730055,Healthy Sandwiches and Wraps,0,"Food Delivery Services, Wraps, Sandwiches",0.0,240.6861474952245
300,a8473b935036a67569f58bc142608de6,37.73017446887281,-122.43289589881896,Silver Cafe,38,"Burgers, Donuts, Coffee & Tea",4.0,198.85130484000913
300,a8473b935036a67569f58bc142608de6,37.73017446887281,-122.43289589881896,Taco Bell,86,"Fast Food, Mexican",3.5,212.19807636699318
300,a8473b935036a67569f58bc142608de6,37.73017446887281,-122.43289589881896,KFC,42,"Chicken Wings, Fast Food, Chicken Shop",3.5,236.55631881221433
301,8b0eb4e5f5c108a52011cb111fb4c008,37.73890064447666,-122.38952457904814,All Good Pizza,268,"Pizza, Sandwiches, Salad",4.5,25.526079169704257
301,8b0eb4e5f5c108a52011cb111fb4c008,37.73890064447666,-122.38952457904814,Pizza Zone N Grill,48,"Pizza, American",3.5,120.64281675414281
301,8b0eb4e5f5c108a52011cb111fb4c008,37.73890064447666,-122.38952457904814,Golden Eagle Deli and Grill,30,Delis,4.5,138.20420425103038
302,c75e0c6b2fcb7c59d7c812600d5858f5,37.766594,-122.398198,Wolfes Lunch,140,"Japanese, Korean, American",4.0,130.86557917591813
302,c75e0c6b2fcb7c59d7c812600d5858f5,37.766594,-122.398198,Connecticut Yankee,549,"New American, Beer Bar, Cocktail Bars",3.5,181.5058203627436
302,c75e0c6b2fcb7c59d7c812600d5858f5,37.766594,-122.398198,JB's Place,236,"Sandwiches, Breakfast & Brunch",4.5,189.22669029141073
303,6d41d45711456aef7f31b60c4f9d2fa1,37.7802645,-122.4066435,Subway,21,Sandwiches,2.0,56.173642333103345
303,6d41d45711456aef7f31b60c4f9d2fa1,37.7802645,-122.4066435,Bini’s Kitchen,5,Himalayan/Nepalese,5.0,96.53042661486927
303,6d41d45711456aef7f31b60c4f9d2fa1,37.7802645,-122.4066435,Tín Vietnamese Cuisine - Howard St,1438,"Vietnamese, Noodles, Soup",4.0,101.75761457256877
304,66f097190aabf98d9637e274b9d12265,37.775681,-122.494064,Dumpling Dynasty,34,Chinese,3.5,39.00407419059847
304,66f097190aabf98d9637e274b9d12265,37.775681,-122.494064,Golden Chariot Bakery & Restaurant,107,"Chinese, Bakeries",4.0,52.993531541683716
304,66f097190aabf98d9637e274b9d12265,37.775681,-122.494064,Dimdoduc,46,Dim Sum,4.0,92.18837409052091
305,8c6c32e76ed11f76a547517979e5a5e6,37.7819295,-122.4827855,Thanh Thanh Cafe,255,"Vietnamese, Sandwiches, Noodles",4.0,13.029101882220289
